league_name,team,matchday,last5_fulltime_goals_for_mean,last5_fulltime_goals_against_mean,last5_1sthalf_goals_for_mean,last5_1sthalf_goals_against_mean,last5_2ndhalf_goals_for_mean,last5_2ndhalf_goals_against_mean
Bundesliga,1. FC Köln,6,2.0,1.2,0.8,0.4,1.2,0.8
Bundesliga,1. FC Köln,7,1.4,1.2,0.8,0.6,0.6,0.6
Bundesliga,1. FC Köln,8,1.2,1.0,0.6,0.6,0.6,0.4
Bundesliga,1. FC Köln,9,1.6,1.2,0.6,0.8,1.0,0.4
Bundesliga,1. FC Köln,10,2.0,2.2,0.8,1.2,1.2,1.0
Bundesliga,1. FC Köln,11,1.8,2.2,0.2,1.2,1.6,1.0
Bundesliga,1. FC Köln,12,1.8,3.0,0.2,1.6,1.6,1.4
Bundesliga,1. FC Köln,13,1.8,3.0,0.4,1.6,1.4,1.4
Bundesliga,1. FC Köln,14,1.2,3.0,0.4,1.4,0.8,1.6
Bundesliga,1. FC Köln,15,1.0,2.4,0.4,1.0,0.6,1.4
Bundesliga,1. FC Köln,16,0.4,2.4,0.4,1.0,0.0,1.4
Bundesliga,1. FC Köln,17,1.8,1.6,1.4,0.6,0.4,1.0
Bundesliga,1. FC Köln,18,1.8,1.6,1.4,0.4,0.4,1.2
Bundesliga,1. FC Köln,19,1.8,1.2,1.4,0.4,0.4,0.8
Bundesliga,1. FC Köln,20,1.6,0.8,1.2,0.4,0.4,0.4
Bundesliga,1. FC Köln,21,2.2,0.4,1.2,0.2,1.0,0.2
Bundesliga,1. FC Köln,22,0.8,0.8,0.2,0.2,0.6,0.6
Bundesliga,1. FC Köln,23,0.6,1.0,0.0,0.4,0.6,0.6
Bundesliga,1. FC Köln,24,0.6,1.0,0.0,0.4,0.6,0.6
Bundesliga,1. FC Köln,25,0.6,1.4,0.0,0.6,0.6,0.8
Bundesliga,1. FC Köln,26,0.2,2.6,0.2,1.4,0.0,1.2
Bundesliga,1. FC Köln,27,0.2,2.0,0.2,1.2,0.0,0.8
Bundesliga,1. FC Köln,28,0.8,1.8,0.6,1.2,0.2,0.6
Bundesliga,1. FC Köln,29,1.0,2.0,0.6,1.4,0.4,0.6
Bundesliga,1. FC Köln,30,1.6,1.8,1.0,1.2,0.6,0.6
Bundesliga,1. FC Köln,31,1.4,0.8,0.8,0.4,0.6,0.4
Bundesliga,1. FC Köln,32,1.8,1.0,1.2,0.6,0.6,0.4
Bundesliga,1. FC Köln,33,2.2,1.2,1.4,0.8,0.8,0.4
Bundesliga,1. FC Köln,34,2.2,1.2,1.6,0.6,0.6,0.6
Bundesliga,1. FC Union Berlin,6,2.4,0.8,1.4,0.4,1.0,0.4
Bundesliga,1. FC Union Berlin,7,2.0,0.6,1.4,0.4,0.6,0.2
Bundesliga,1. FC Union Berlin,8,2.4,0.6,1.4,0.4,1.0,0.2
Bundesliga,1. FC Union Berlin,9,2.0,0.8,1.0,0.8,1.0,0.0
Bundesliga,1. FC Union Berlin,10,1.0,0.6,0.4,0.6,0.6,0.0
Bundesliga,1. FC Union Berlin,11,1.2,0.4,0.6,0.4,0.6,0.0
Bundesliga,1. FC Union Berlin,12,1.2,0.8,0.4,0.6,0.8,0.2
Bundesliga,1. FC Union Berlin,13,1.2,1.0,0.4,0.8,0.8,0.2
Bundesliga,1. FC Union Berlin,14,1.2,1.6,0.4,0.4,0.8,1.2
Bundesliga,1. FC Union Berlin,15,1.4,2.0,0.8,0.8,0.6,1.2
Bundesliga,1. FC Union Berlin,16,1.2,2.8,0.4,1.6,0.8,1.2
Bundesliga,1. FC Union Berlin,17,1.6,2.6,0.4,1.6,1.2,1.0
Bundesliga,1. FC Union Berlin,18,1.6,2.6,0.6,1.6,1.0,1.0
Bundesliga,1. FC Union Berlin,19,2.0,1.6,0.8,1.6,1.2,0.0
Bundesliga,1. FC Union Berlin,20,2.0,1.4,0.6,1.2,1.4,0.2
Bundesliga,1. FC Union Berlin,21,2.2,0.8,0.6,0.6,1.6,0.2
Bundesliga,1. FC Union Berlin,22,1.6,0.6,0.6,0.4,1.0,0.2
Bundesliga,1. FC Union Berlin,23,1.2,1.0,0.4,0.8,0.8,0.2
Bundesliga,1. FC Union Berlin,24,0.8,1.0,0.2,0.8,0.6,0.2
Bundesliga,1. FC Union Berlin,25,0.6,1.0,0.0,0.8,0.6,0.2
Bundesliga,1. FC Union Berlin,26,0.6,0.8,0.0,0.6,0.6,0.2
Bundesliga,1. FC Union Berlin,27,1.2,0.8,0.0,0.6,1.2,0.2
Bundesliga,1. FC Union Berlin,28,1.4,0.6,0.0,0.2,1.4,0.4
Bundesliga,1. FC Union Berlin,29,1.6,0.8,0.2,0.2,1.4,0.6
Bundesliga,1. FC Union Berlin,30,1.6,0.6,0.2,0.2,1.4,0.4
Bundesliga,1. FC Union Berlin,31,1.2,0.6,0.2,0.2,1.0,0.4
Bundesliga,1. FC Union Berlin,32,0.6,0.8,0.2,0.2,0.4,0.6
Bundesliga,1. FC Union Berlin,33,1.2,0.8,0.8,0.0,0.4,0.8
Bundesliga,1. FC Union Berlin,34,1.4,1.4,0.8,0.4,0.6,1.0
Bundesliga,1. FSV Mainz 05,6,1.0,1.0,0.4,1.0,0.6,0.0
Bundesliga,1. FSV Mainz 05,7,0.8,1.6,0.2,0.8,0.6,0.8
Bundesliga,1. FSV Mainz 05,8,1.0,1.8,0.2,1.0,0.8,0.8
Bundesliga,1. FSV Mainz 05,9,0.8,2.0,0.0,1.2,0.8,0.8
Bundesliga,1. FSV Mainz 05,10,1.0,1.6,0.2,0.6,0.8,1.0
Bundesliga,1. FSV Mainz 05,11,1.2,1.6,0.4,0.6,0.8,1.0
Bundesliga,1. FSV Mainz 05,12,2.0,0.8,1.0,0.6,1.0,0.2
Bundesliga,1. FSV Mainz 05,13,2.2,1.8,1.2,1.0,1.0,0.8
Bundesliga,1. FSV Mainz 05,14,2.0,2.0,1.2,0.8,0.8,1.2
Bundesliga,1. FSV Mainz 05,15,1.8,2.0,1.0,1.0,0.8,1.0
Bundesliga,1. FSV Mainz 05,16,1.6,2.2,1.0,1.0,0.6,1.2
Bundesliga,1. FSV Mainz 05,17,0.8,2.4,0.6,1.2,0.2,1.2
Bundesliga,1. FSV Mainz 05,18,0.6,1.6,0.6,0.8,0.0,0.8
Bundesliga,1. FSV Mainz 05,19,1.6,1.4,1.2,0.6,0.4,0.8
Bundesliga,1. FSV Mainz 05,20,1.8,1.6,1.2,0.6,0.6,1.0
Bundesliga,1. FSV Mainz 05,21,2.2,1.6,1.4,0.8,0.8,0.8
Bundesliga,1. FSV Mainz 05,22,2.6,1.8,1.6,0.8,1.0,1.0
Bundesliga,1. FSV Mainz 05,23,3.2,1.4,1.6,0.6,1.6,0.8
Bundesliga,1. FSV Mainz 05,24,2.4,1.0,1.2,0.6,1.2,0.4
Bundesliga,1. FSV Mainz 05,25,2.4,0.8,1.2,0.6,1.2,0.2
Bundesliga,1. FSV Mainz 05,26,2.0,0.8,0.8,0.4,1.2,0.4
Bundesliga,1. FSV Mainz 05,27,2.0,0.4,0.6,0.2,1.4,0.2
Bundesliga,1. FSV Mainz 05,28,1.6,0.8,0.4,0.2,1.2,0.6
Bundesliga,1. FSV Mainz 05,29,1.6,1.0,0.4,0.2,1.2,0.8
Bundesliga,1. FSV Mainz 05,30,2.0,1.0,0.4,0.2,1.6,0.8
Bundesliga,1. FSV Mainz 05,31,1.8,1.4,0.4,0.8,1.4,0.6
Bundesliga,1. FSV Mainz 05,32,1.6,2.0,0.2,1.0,1.4,1.0
Bundesliga,1. FSV Mainz 05,33,1.2,2.2,0.2,1.4,1.0,0.8
Bundesliga,1. FSV Mainz 05,34,1.2,2.8,0.2,1.6,1.0,1.2
Bundesliga,Bayer 04 Leverkusen,6,1.2,1.8,1.0,0.8,0.2,1.0
Bundesliga,Bayer 04 Leverkusen,7,1.6,2.0,1.0,0.6,0.6,1.4
Bundesliga,Bayer 04 Leverkusen,8,1.6,1.8,0.8,0.4,0.8,1.4
Bundesliga,Bayer 04 Leverkusen,9,1.6,2.0,0.8,0.6,0.8,1.4
Bundesliga,Bayer 04 Leverkusen,10,1.8,2.0,0.6,0.6,1.2,1.4
Bundesliga,Bayer 04 Leverkusen,11,1.6,2.4,0.4,0.8,1.2,1.6
Bundesliga,Bayer 04 Leverkusen,12,1.6,2.4,0.6,1.0,1.0,1.4
Bundesliga,Bayer 04 Leverkusen,13,1.4,2.6,0.6,1.2,0.8,1.4
Bundesliga,Bayer 04 Leverkusen,14,2.4,1.8,0.6,0.6,1.8,1.2
Bundesliga,Bayer 04 Leverkusen,15,2.0,2.0,0.2,0.8,1.8,1.2
Bundesliga,Bayer 04 Leverkusen,16,2.2,1.0,0.4,0.6,1.8,0.4
Bundesliga,Bayer 04 Leverkusen,17,2.4,1.0,0.6,0.4,1.8,0.6
Bundesliga,Bayer 04 Leverkusen,18,2.8,0.6,0.8,0.2,2.0,0.4
Bundesliga,Bayer 04 Leverkusen,19,1.8,1.0,0.8,0.4,1.0,0.6
Bundesliga,Bayer 04 Leverkusen,20,1.4,1.0,0.8,0.2,0.6,0.8
Bundesliga,Bayer 04 Leverkusen,21,1.6,1.2,0.8,0.2,0.8,1.0
Bundesliga,Bayer 04 Leverkusen,22,1.4,1.4,0.6,0.6,0.8,0.8
Bundesliga,Bayer 04 Leverkusen,23,1.2,1.6,0.4,0.8,0.8,0.8
Bundesliga,Bayer 04 Leverkusen,24,2.0,1.4,0.8,0.6,1.2,0.8
Bundesliga,Bayer 04 Leverkusen,25,2.6,1.6,1.0,0.8,1.6,0.8
Bundesliga,Bayer 04 Leverkusen,26,2.4,1.6,0.8,1.0,1.6,0.6
Bundesliga,Bayer 04 Leverkusen,27,2.6,1.0,0.6,0.6,2.0,0.4
Bundesliga,Bayer 04 Leverkusen,28,3.0,1.0,1.0,0.4,2.0,0.6
Bundesliga,Bayer 04 Leverkusen,29,2.2,0.8,0.6,0.4,1.6,0.4
Bundesliga,Bayer 04 Leverkusen,30,2.0,0.4,0.6,0.2,1.4,0.2
Bundesliga,Bayer 04 Leverkusen,31,1.6,0.2,0.6,0.0,1.0,0.2
Bundesliga,Bayer 04 Leverkusen,32,1.2,0.6,0.8,0.4,0.4,0.2
Bundesliga,Bayer 04 Leverkusen,33,0.8,0.6,0.4,0.4,0.4,0.2
Bundesliga,Bayer 04 Leverkusen,34,1.2,1.0,0.8,0.4,0.4,0.6
Bundesliga,Borussia Dortmund,6,1.6,0.8,0.8,0.2,0.8,0.6
Bundesliga,Borussia Dortmund,7,1.4,1.4,0.6,0.6,0.8,0.8
Bundesliga,Borussia Dortmund,8,1.0,1.2,0.6,0.4,0.4,0.8
Bundesliga,Borussia Dortmund,9,1.0,1.2,0.6,0.4,0.4,0.8
Bundesliga,Borussia Dortmund,10,1.2,1.6,0.4,0.6,0.8,1.0
Bundesliga,Borussia Dortmund,11,1.0,2.0,0.2,1.0,0.8,1.0
Bundesliga,Borussia Dortmund,12,2.0,1.4,0.8,0.6,1.2,0.8
Bundesliga,Borussia Dortmund,13,2.2,1.6,1.0,0.8,1.2,0.8
Bundesliga,Borussia Dortmund,14,2.4,1.0,1.4,0.8,1.0,0.2
Bundesliga,Borussia Dortmund,15,2.0,1.0,1.4,0.8,0.6,0.2
Bundesliga,Borussia Dortmund,16,2.4,1.4,1.8,1.0,0.6,0.4
Bundesliga,Borussia Dortmund,17,2.2,2.0,1.6,1.4,0.6,0.6
Bundesliga,Borussia Dortmund,18,2.2,2.0,1.6,1.4,0.6,0.6
Bundesliga,Borussia Dortmund,19,2.0,2.0,1.2,1.4,0.8,0.6
Bundesliga,Borussia Dortmund,20,3.0,1.8,1.4,1.4,1.6,0.4
Bundesliga,Borussia Dortmund,21,3.0,1.0,1.0,0.8,2.0,0.2
Bundesliga,Borussia Dortmund,22,3.0,0.6,1.0,0.4,2.0,0.2
Bundesliga,Borussia Dortmund,23,2.8,0.4,1.0,0.2,1.8,0.2
Bundesliga,Borussia Dortmund,24,2.8,0.6,1.2,0.2,1.6,0.4
Bundesliga,Borussia Dortmund,25,2.2,0.8,1.2,0.0,1.0,0.8
Bundesliga,Borussia Dortmund,26,3.0,1.0,2.0,0.2,1.0,0.8
Bundesliga,Borussia Dortmund,27,2.6,1.6,1.6,0.8,1.0,0.8
Bundesliga,Borussia Dortmund,28,2.8,1.8,1.6,0.8,1.2,1.0
Bundesliga,Borussia Dortmund,29,3.0,2.2,1.6,0.8,1.4,1.4
Bundesliga,Borussia Dortmund,30,3.4,1.8,2.0,0.8,1.4,1.0
Bundesliga,Borussia Dortmund,31,2.4,1.8,1.4,0.8,1.0,1.0
Bundesliga,Borussia Dortmund,32,3.2,1.0,2.0,0.2,1.2,0.8
Bundesliga,Borussia Dortmund,33,3.8,1.2,2.6,0.2,1.2,1.0
Bundesliga,Borussia Dortmund,34,3.8,0.6,2.2,0.2,1.6,0.4
Bundesliga,Borussia Mönchengladbach,6,1.4,1.0,0.6,0.4,0.8,0.6
Bundesliga,Borussia Mönchengladbach,7,0.8,0.8,0.4,0.2,0.4,0.6
Bundesliga,Borussia Mönchengladbach,8,1.0,0.4,0.8,0.0,0.2,0.4
Bundesliga,Borussia Mönchengladbach,9,1.0,1.4,0.6,0.8,0.4,0.6
Bundesliga,Borussia Mönchengladbach,10,1.8,1.6,0.8,1.0,1.0,0.6
Bundesliga,Borussia Mönchengladbach,11,2.2,1.8,1.0,1.2,1.2,0.6
Bundesliga,Borussia Mönchengladbach,12,2.4,2.4,1.0,1.8,1.4,0.6
Bundesliga,Borussia Mönchengladbach,13,2.0,2.8,0.8,1.8,1.2,1.0
Bundesliga,Borussia Mönchengladbach,14,2.4,2.0,1.2,1.2,1.2,0.8
Bundesliga,Borussia Mönchengladbach,15,1.6,2.0,0.8,1.4,0.8,0.6
Bundesliga,Borussia Mönchengladbach,16,2.0,2.0,1.2,1.6,0.8,0.4
Bundesliga,Borussia Mönchengladbach,17,2.2,2.0,1.2,1.4,1.0,0.6
Bundesliga,Borussia Mönchengladbach,18,2.0,1.8,1.0,1.4,1.0,0.4
Bundesliga,Borussia Mönchengladbach,19,2.2,1.8,1.0,1.2,1.2,0.6
Bundesliga,Borussia Mönchengladbach,20,2.0,1.4,1.0,0.8,1.0,0.6
Bundesliga,Borussia Mönchengladbach,21,1.4,1.8,0.6,0.6,0.8,1.2
Bundesliga,Borussia Mönchengladbach,22,1.6,1.6,0.8,0.4,0.8,1.2
Bundesliga,Borussia Mönchengladbach,23,1.6,2.2,0.8,0.6,0.8,1.6
Bundesliga,Borussia Mönchengladbach,24,0.8,2.0,0.4,0.6,0.4,1.4
Bundesliga,Borussia Mönchengladbach,25,0.8,2.6,0.4,0.6,0.4,2.0
Bundesliga,Borussia Mönchengladbach,26,1.0,2.2,0.2,0.4,0.8,1.8
Bundesliga,Borussia Mönchengladbach,27,0.4,1.8,0.0,0.2,0.4,1.6
Bundesliga,Borussia Mönchengladbach,28,0.8,1.0,0.2,0.0,0.6,1.0
Bundesliga,Borussia Mönchengladbach,29,1.0,1.2,0.4,0.0,0.6,1.2
Bundesliga,Borussia Mönchengladbach,30,1.0,0.8,0.4,0.0,0.6,0.8
Bundesliga,Borussia Mönchengladbach,31,0.8,0.8,0.4,0.2,0.4,0.6
Bundesliga,Borussia Mönchengladbach,32,1.2,0.8,0.6,0.2,0.6,0.6
Bundesliga,Borussia Mönchengladbach,33,1.2,1.8,0.4,1.0,0.8,0.8
Bundesliga,Borussia Mönchengladbach,34,1.4,2.0,0.2,1.4,1.2,0.6
Bundesliga,Eintracht Frankfurt,6,2.2,2.2,1.0,1.6,1.2,0.6
Bundesliga,Eintracht Frankfurt,7,2.0,1.2,1.0,0.6,1.0,0.6
Bundesliga,Eintracht Frankfurt,8,2.4,1.2,1.2,0.4,1.2,0.8
Bundesliga,Eintracht Frankfurt,9,2.6,1.0,1.6,0.4,1.0,0.6
Bundesliga,Eintracht Frankfurt,10,1.8,1.0,1.0,0.0,0.8,1.0
Bundesliga,Eintracht Frankfurt,11,2.0,1.2,0.8,0.0,1.2,1.2
Bundesliga,Eintracht Frankfurt,12,2.6,1.2,1.4,0.0,1.2,1.2
Bundesliga,Eintracht Frankfurt,13,2.2,1.4,1.4,0.2,0.8,1.2
Bundesliga,Eintracht Frankfurt,14,2.2,1.6,1.2,0.4,1.0,1.2
Bundesliga,Eintracht Frankfurt,15,3.0,1.4,1.8,0.6,1.2,0.8
Bundesliga,Eintracht Frankfurt,16,2.2,1.4,1.6,0.8,0.6,0.6
Bundesliga,Eintracht Frankfurt,17,2.2,1.2,1.2,0.8,1.0,0.4
Bundesliga,Eintracht Frankfurt,18,2.2,1.0,1.2,0.6,1.0,0.4
Bundesliga,Eintracht Frankfurt,19,2.0,1.0,1.0,0.6,1.0,0.4
Bundesliga,Eintracht Frankfurt,20,1.8,0.6,0.8,0.4,1.0,0.2
Bundesliga,Eintracht Frankfurt,21,1.6,1.0,0.8,0.2,0.8,0.8
Bundesliga,Eintracht Frankfurt,22,1.4,1.0,0.8,0.2,0.6,0.8
Bundesliga,Eintracht Frankfurt,23,1.4,1.2,0.6,0.6,0.8,0.6
Bundesliga,Eintracht Frankfurt,24,1.6,1.4,1.0,0.8,0.6,0.6
Bundesliga,Eintracht Frankfurt,25,1.2,1.6,0.6,0.8,0.6,0.8
Bundesliga,Eintracht Frankfurt,26,1.2,1.4,0.6,0.8,0.6,0.6
Bundesliga,Eintracht Frankfurt,27,1.0,1.6,0.6,1.0,0.4,0.6
Bundesliga,Eintracht Frankfurt,28,1.0,1.8,0.6,1.0,0.4,0.8
Bundesliga,Eintracht Frankfurt,29,0.8,1.6,0.2,0.8,0.6,0.8
Bundesliga,Eintracht Frankfurt,30,0.6,2.2,0.2,1.4,0.4,0.8
Bundesliga,Eintracht Frankfurt,31,0.8,2.0,0.4,1.4,0.4,0.6
Bundesliga,Eintracht Frankfurt,32,0.8,2.4,0.2,1.8,0.6,0.6
Bundesliga,Eintracht Frankfurt,33,1.2,1.8,0.6,1.4,0.6,0.4
Bundesliga,Eintracht Frankfurt,34,1.4,2.0,0.8,1.4,0.6,0.6
Bundesliga,FC Augsburg,6,0.6,2.0,0.4,0.6,0.2,1.4
Bundesliga,FC Augsburg,7,0.8,1.2,0.4,0.6,0.4,0.6
Bundesliga,FC Augsburg,8,0.6,1.0,0.2,0.4,0.4,0.6
Bundesliga,FC Augsburg,9,1.0,1.0,0.4,0.4,0.6,0.6
Bundesliga,FC Augsburg,10,1.2,1.0,0.4,0.4,0.8,0.6
Bundesliga,FC Augsburg,11,1.6,1.2,0.6,0.4,1.0,0.8
Bundesliga,FC Augsburg,12,2.0,1.8,0.8,0.4,1.2,1.4
Bundesliga,FC Augsburg,13,2.0,2.2,1.0,0.6,1.0,1.6
Bundesliga,FC Augsburg,14,1.6,2.2,0.8,0.6,0.8,1.6
Bundesliga,FC Augsburg,15,1.8,2.4,1.2,0.8,0.6,1.6
Bundesliga,FC Augsburg,16,1.4,2.0,1.0,0.8,0.4,1.2
Bundesliga,FC Augsburg,17,1.4,2.2,1.2,1.2,0.2,1.0
Bundesliga,FC Augsburg,18,1.4,1.8,1.0,1.0,0.4,0.8
Bundesliga,FC Augsburg,19,1.4,2.0,1.0,1.2,0.4,0.8
Bundesliga,FC Augsburg,20,1.2,1.6,0.6,0.8,0.6,0.8
Bundesliga,FC Augsburg,21,1.4,2.0,0.8,1.2,0.6,0.8
Bundesliga,FC Augsburg,22,1.0,1.2,0.4,0.8,0.6,0.4
Bundesliga,FC Augsburg,23,0.8,1.6,0.4,0.8,0.4,0.8
Bundesliga,FC Augsburg,24,1.0,1.2,0.4,0.6,0.6,0.6
Bundesliga,FC Augsburg,25,1.4,2.2,0.6,1.4,0.8,0.8
Bundesliga,FC Augsburg,26,1.4,1.8,0.4,1.0,1.0,0.8
Bundesliga,FC Augsburg,27,1.6,2.2,0.8,1.0,0.8,1.2
Bundesliga,FC Augsburg,28,1.8,2.4,1.0,1.4,0.8,1.0
Bundesliga,FC Augsburg,29,1.8,2.8,1.0,1.8,0.8,1.0
Bundesliga,FC Augsburg,30,1.4,2.0,1.0,1.0,0.4,1.0
Bundesliga,FC Augsburg,31,1.4,2.0,1.0,1.2,0.4,0.8
Bundesliga,FC Augsburg,32,1.2,1.6,0.6,1.2,0.6,0.4
Bundesliga,FC Augsburg,33,1.4,1.6,0.6,1.0,0.8,0.6
Bundesliga,FC Augsburg,34,1.0,1.6,0.4,0.4,0.6,1.2
Bundesliga,FC Bayern München,6,3.4,0.6,2.4,0.4,1.0,0.2
Bundesliga,FC Bayern München,7,2.6,0.8,1.6,0.4,1.0,0.4
Bundesliga,FC Bayern München,8,2.2,1.0,1.2,0.4,1.0,0.6
Bundesliga,FC Bayern München,9,1.6,1.0,1.0,0.4,0.6,0.6
Bundesliga,FC Bayern München,10,1.8,1.2,1.2,0.2,0.6,1.0
Bundesliga,FC Bayern München,11,2.6,1.0,1.4,0.0,1.2,1.0
Bundesliga,FC Bayern München,12,2.6,0.6,1.6,0.0,1.0,0.6
Bundesliga,FC Bayern München,13,3.8,0.8,2.2,0.2,1.6,0.6
Bundesliga,FC Bayern München,14,3.6,1.2,2.2,0.6,1.4,0.6
Bundesliga,FC Bayern München,15,4.4,1.0,2.8,0.8,1.6,0.2
Bundesliga,FC Bayern München,16,3.8,1.0,2.6,0.8,1.2,0.2
Bundesliga,FC Bayern München,17,3.6,1.2,2.4,0.8,1.2,0.4
Bundesliga,FC Bayern München,18,2.6,1.0,1.8,0.8,0.8,0.2
Bundesliga,FC Bayern München,19,2.2,0.8,1.4,0.4,0.8,0.4
Bundesliga,FC Bayern München,20,1.8,1.0,1.2,0.4,0.6,0.6
Bundesliga,FC Bayern München,21,2.0,1.0,1.2,0.4,0.8,0.6
Bundesliga,FC Bayern München,22,2.2,1.4,1.2,0.6,1.0,0.8
Bundesliga,FC Bayern München,23,2.6,1.2,1.8,0.4,0.8,0.8
Bundesliga,FC Bayern München,24,2.8,1.2,1.8,0.4,1.0,0.8
Bundesliga,FC Bayern München,25,3.0,1.4,2.0,0.4,1.0,1.0
Bundesliga,FC Bayern München,26,2.6,1.8,2.0,0.4,0.6,1.4
Bundesliga,FC Bayern München,27,3.0,1.6,2.4,0.2,0.6,1.4
Bundesliga,FC Bayern München,28,2.6,1.6,1.8,0.2,0.8,1.4
Bundesliga,FC Bayern München,29,2.4,1.6,1.8,0.2,0.6,1.4
Bundesliga,FC Bayern München,30,1.6,1.6,1.2,0.0,0.4,1.6
Bundesliga,FC Bayern München,31,1.8,1.2,1.0,0.0,0.8,1.2
Bundesliga,FC Bayern München,32,1.4,1.0,0.4,0.0,1.0,1.0
Bundesliga,FC Bayern München,33,2.4,1.0,0.8,0.0,1.6,1.0
Bundesliga,FC Bayern München,34,2.4,1.4,0.8,0.0,1.6,1.4
Bundesliga,FC Schalke 04,6,1.0,2.4,0.6,0.8,0.4,1.6
Bundesliga,FC Schalke 04,7,1.4,2.0,0.8,0.8,0.6,1.2
Bundesliga,FC Schalke 04,8,1.0,1.8,0.6,0.8,0.4,1.0
Bundesliga,FC Schalke 04,9,1.4,2.4,0.8,1.2,0.6,1.2
Bundesliga,FC Schalke 04,10,1.2,2.0,0.6,1.0,0.6,1.0
Bundesliga,FC Schalke 04,11,1.0,2.4,0.4,1.2,0.6,1.2
Bundesliga,FC Schalke 04,12,0.6,2.6,0.2,1.2,0.4,1.4
Bundesliga,FC Schalke 04,13,0.6,2.8,0.2,1.4,0.4,1.4
Bundesliga,FC Schalke 04,14,0.4,2.6,0.0,1.2,0.4,1.4
Bundesliga,FC Schalke 04,15,0.6,1.8,0.2,0.8,0.4,1.0
Bundesliga,FC Schalke 04,16,0.6,1.6,0.2,0.6,0.4,1.0
Bundesliga,FC Schalke 04,17,0.4,1.8,0.2,0.8,0.2,1.0
Bundesliga,FC Schalke 04,18,0.6,2.6,0.2,1.4,0.4,1.2
Bundesliga,FC Schalke 04,19,0.4,2.2,0.2,1.2,0.2,1.0
Bundesliga,FC Schalke 04,20,0.2,2.2,0.0,1.2,0.2,1.0
Bundesliga,FC Schalke 04,21,0.2,1.8,0.0,1.0,0.2,0.8
Bundesliga,FC Schalke 04,22,0.2,1.2,0.0,0.8,0.2,0.4
Bundesliga,FC Schalke 04,23,0.4,0.2,0.4,0.0,0.0,0.2
Bundesliga,FC Schalke 04,24,0.8,0.2,0.6,0.0,0.2,0.2
Bundesliga,FC Schalke 04,25,1.2,0.6,0.6,0.2,0.6,0.4
Bundesliga,FC Schalke 04,26,1.4,0.8,0.6,0.2,0.8,0.6
Bundesliga,FC Schalke 04,27,1.4,1.4,0.6,0.2,0.8,1.2
Bundesliga,FC Schalke 04,28,1.0,1.6,0.2,0.4,0.8,1.2
Bundesliga,FC Schalke 04,29,1.6,2.0,0.4,0.6,1.2,1.4
Bundesliga,FC Schalke 04,30,1.2,2.4,0.4,0.8,0.8,1.6
Bundesliga,FC Schalke 04,31,1.4,2.4,0.4,1.0,1.0,1.4
Bundesliga,FC Schalke 04,32,2.0,2.2,0.6,1.0,1.4,1.2
Bundesliga,FC Schalke 04,33,2.0,3.0,0.6,1.2,1.4,1.8
Bundesliga,FC Schalke 04,34,1.4,3.0,0.4,1.2,1.0,1.8
Bundesliga,Hertha BSC,6,0.8,1.2,0.2,0.6,0.6,0.6
Bundesliga,Hertha BSC,7,1.0,1.0,0.2,0.4,0.8,0.6
Bundesliga,Hertha BSC,8,1.0,1.0,0.2,0.4,0.8,0.6
Bundesliga,Hertha BSC,9,1.2,1.0,0.4,0.4,0.8,0.6
Bundesliga,Hertha BSC,10,1.6,1.2,0.6,0.4,1.0,0.8
Bundesliga,Hertha BSC,11,1.6,1.8,0.6,1.0,1.0,0.8
Bundesliga,Hertha BSC,12,1.6,1.6,0.6,1.0,1.0,0.6
Bundesliga,Hertha BSC,13,1.4,1.6,0.4,1.0,1.0,0.6
Bundesliga,Hertha BSC,14,1.6,2.0,0.6,1.4,1.0,0.6
Bundesliga,Hertha BSC,15,1.4,2.0,0.6,1.4,0.8,0.6
Bundesliga,Hertha BSC,16,1.4,1.4,0.8,0.8,0.6,0.6
Bundesliga,Hertha BSC,17,1.2,1.8,0.8,1.2,0.4,0.6
Bundesliga,Hertha BSC,18,1.2,2.6,0.8,1.8,0.4,0.8
Bundesliga,Hertha BSC,19,0.8,2.4,0.4,1.4,0.4,1.0
Bundesliga,Hertha BSC,20,0.6,2.6,0.2,1.6,0.4,1.0
Bundesliga,Hertha BSC,21,1.0,2.8,0.2,1.8,0.8,1.0
Bundesliga,Hertha BSC,22,1.0,3.0,0.2,1.8,0.8,1.2
Bundesliga,Hertha BSC,23,1.4,2.0,0.2,1.2,1.2,0.8
Bundesliga,Hertha BSC,24,1.6,2.4,0.2,1.4,1.4,1.0
Bundesliga,Hertha BSC,25,1.8,2.0,0.4,1.0,1.4,1.0
Bundesliga,Hertha BSC,26,1.2,2.4,0.2,1.2,1.0,1.2
Bundesliga,Hertha BSC,27,1.2,1.8,0.2,0.8,1.0,1.0
Bundesliga,Hertha BSC,28,0.8,2.0,0.2,1.0,0.6,1.0
Bundesliga,Hertha BSC,29,1.0,2.2,0.4,1.0,0.6,1.2
Bundesliga,Hertha BSC,30,1.2,2.8,0.2,1.4,1.0,1.4
Bundesliga,Hertha BSC,31,1.0,2.6,0.2,1.0,0.8,1.6
Bundesliga,Hertha BSC,32,1.2,2.6,0.6,1.2,0.6,1.4
Bundesliga,Hertha BSC,33,1.6,3.4,1.0,1.6,0.6,1.8
Bundesliga,Hertha BSC,34,1.4,2.6,0.8,1.2,0.6,1.4
Bundesliga,RB Leipzig,6,1.2,1.8,0.6,1.2,0.6,0.6
Bundesliga,RB Leipzig,7,1.6,1.6,0.8,1.0,0.8,0.6
