league_name,team,matchday,last5_fulltime_goals_for_mean,last5_fulltime_goals_against_mean,last5_1sthalf_goals_for_mean,last5_1sthalf_goals_against_mean,last5_2ndhalf_goals_for_mean,last5_2ndhalf_goals_against_mean
Primera Division,Rayo Vallecano de Madrid,32,1.4,1.4,0.8,0.4,0.6,1.0
Primera Division,Rayo Vallecano de Madrid,33,1.2,2.0,0.6,0.6,0.6,1.4
Primera Division,Rayo Vallecano de Madrid,34,1.4,1.8,0.6,0.2,0.8,1.6
Primera Division,Rayo Vallecano de Madrid,35,1.2,2.2,0.2,0.6,1.0,1.6
Primera Division,Rayo Vallecano de Madrid,36,1.2,2.2,0.4,0.8,0.8,1.4
Primera Division,Rayo Vallecano de Madrid,37,1.0,2.4,0.2,1.0,0.8,1.4
Primera Division,Rayo Vallecano de Madrid,38,1.4,1.8,0.2,0.8,1.2,1.0
Primera Division,Real Betis Balompié,6,1.6,0.6,1.0,0.2,0.6,0.4
Primera Division,Real Betis Balompié,7,1.4,0.8,0.8,0.4,0.6,0.4
Primera Division,Real Betis Balompié,8,1.0,0.8,0.6,0.6,0.4,0.2
Primera Division,Real Betis Balompié,9,0.8,0.8,0.4,0.6,0.4,0.2
Primera Division,Real Betis Balompié,10,1.2,0.6,0.4,0.4,0.8,0.2
Primera Division,Real Betis Balompié,11,1.0,0.6,0.4,0.4,0.6,0.2
Primera Division,Real Betis Balompié,12,0.8,0.8,0.2,0.2,0.6,0.6
Primera Division,Real Betis Balompié,13,1.2,0.6,0.2,0.0,1.0,0.6
Primera Division,Real Betis Balompié,14,1.4,0.8,0.4,0.0,1.0,0.8
Primera Division,Real Betis Balompié,15,0.8,1.2,0.2,0.0,0.6,1.2
Primera Division,Real Betis Balompié,16,0.8,1.2,0.2,0.0,0.6,1.2
Primera Division,Real Betis Balompié,17,1.0,1.0,0.6,0.2,0.4,0.8
Primera Division,Real Betis Balompié,18,0.8,1.4,0.6,0.2,0.2,1.2
Primera Division,Real Betis Balompié,19,0.6,1.4,0.4,0.4,0.2,1.0
Primera Division,Real Betis Balompié,20,0.8,0.8,0.4,0.4,0.4,0.4
Primera Division,Real Betis Balompié,21,1.4,1.6,0.8,0.8,0.6,0.8
Primera Division,Real Betis Balompié,22,1.6,1.8,0.8,0.8,0.8,1.0
Primera Division,Real Betis Balompié,23,1.8,1.6,1.2,1.0,0.6,0.6
Primera Division,Real Betis Balompié,24,2.4,1.8,1.2,1.2,1.2,0.6
Primera Division,Real Betis Balompié,25,2.2,1.8,1.2,1.2,1.0,0.6
Primera Division,Real Betis Balompié,26,1.8,1.2,1.0,0.8,0.8,0.4
Primera Division,Real Betis Balompié,27,1.4,0.8,0.6,0.6,0.8,0.2
Primera Division,Real Betis Balompié,28,1.0,0.8,0.2,0.4,0.8,0.4
Primera Division,Real Betis Balompié,29,0.4,0.8,0.2,0.0,0.2,0.8
Primera Division,Real Betis Balompié,30,1.0,1.0,0.6,0.0,0.4,1.0
Primera Division,Real Betis Balompié,31,1.2,1.4,0.6,0.6,0.6,0.8
Primera Division,Real Betis Balompié,32,1.0,1.4,0.6,0.6,0.4,0.8
Primera Division,Real Betis Balompié,33,1.0,2.0,0.6,1.2,0.4,0.8
Primera Division,Real Betis Balompié,34,1.2,1.6,0.8,1.2,0.4,0.4
Primera Division,Real Betis Balompié,35,1.2,1.6,0.8,1.2,0.4,0.4
Primera Division,Real Betis Balompié,36,0.8,1.0,0.6,0.6,0.2,0.4
Primera Division,Real Betis Balompié,37,0.8,1.2,0.6,0.6,0.2,0.6
Primera Division,Real Betis Balompié,38,1.2,0.6,0.6,0.2,0.6,0.4
Primera Division,Real Madrid CF,6,3.0,1.0,1.0,1.0,2.0,0.0
Primera Division,Real Madrid CF,7,3.0,1.0,1.4,0.8,1.6,0.2
Primera Division,Real Madrid CF,8,2.4,1.0,1.2,0.6,1.2,0.4
Primera Division,Real Madrid CF,9,2.0,0.8,1.2,0.4,0.8,0.4
Primera Division,Real Madrid CF,10,2.2,0.8,1.4,0.2,0.8,0.6
Primera Division,Real Madrid CF,11,2.0,0.6,1.4,0.0,0.6,0.6
Primera Division,Real Madrid CF,12,2.2,0.6,1.2,0.0,1.0,0.6
Primera Division,Real Madrid CF,13,2.2,0.6,1.0,0.0,1.2,0.6
Primera Division,Real Madrid CF,14,2.4,1.2,1.2,0.4,1.2,0.8
Primera Division,Real Madrid CF,15,2.2,1.2,1.0,0.4,1.2,0.8
Primera Division,Real Madrid CF,16,2.0,1.2,0.8,0.4,1.2,0.8
Primera Division,Real Madrid CF,17,1.6,1.4,0.6,0.4,1.0,1.0
Primera Division,Real Madrid CF,18,1.8,1.2,0.6,0.4,1.2,0.8
Primera Division,Real Madrid CF,19,1.8,0.6,0.4,0.0,1.4,0.6
Primera Division,Real Madrid CF,20,1.4,0.4,0.2,0.0,1.2,0.4
Primera Division,Real Madrid CF,21,1.0,0.6,0.2,0.2,0.8,0.4
Primera Division,Real Madrid CF,22,1.6,0.2,0.8,0.2,0.8,0.0
Primera Division,Real Madrid CF,23,1.6,0.2,0.8,0.2,0.8,0.0
Primera Division,Real Madrid CF,24,1.4,0.4,0.6,0.2,0.8,0.2
Primera Division,Real Madrid CF,25,1.4,0.4,0.6,0.2,0.8,0.2
Primera Division,Real Madrid CF,26,2.0,0.4,1.0,0.2,1.0,0.2
Primera Division,Real Madrid CF,27,1.4,0.8,0.6,0.4,0.8,0.4
Primera Division,Real Madrid CF,28,2.2,0.8,1.4,0.4,0.8,0.4
Primera Division,Real Madrid CF,29,2.4,1.2,1.6,0.6,0.8,0.6
Primera Division,Real Madrid CF,30,2.8,1.2,1.6,0.6,1.2,0.6
Primera Division,Real Madrid CF,31,2.6,1.0,1.4,0.4,1.2,0.6
Primera Division,Real Madrid CF,32,2.8,1.4,1.4,0.6,1.4,0.8
Primera Division,Real Madrid CF,33,2.4,1.8,1.2,0.8,1.2,1.0
Primera Division,Real Madrid CF,34,2.0,1.6,1.0,0.6,1.0,1.0
Primera Division,Real Madrid CF,35,1.8,1.6,1.0,0.6,0.8,1.0
Primera Division,Real Madrid CF,36,1.4,1.8,0.8,0.8,0.6,1.0
Primera Division,Real Madrid CF,37,1.4,1.2,0.8,0.4,0.6,0.8
Primera Division,Real Madrid CF,38,1.0,1.0,0.4,0.4,0.6,0.6
Primera Division,Real Sociedad de Fútbol,6,1.0,1.4,0.6,0.6,0.4,0.8
Primera Division,Real Sociedad de Fútbol,7,1.2,1.6,0.8,0.8,0.4,0.8
Primera Division,Real Sociedad de Fútbol,8,2.0,1.4,1.0,1.0,1.0,0.4
Primera Division,Real Sociedad de Fútbol,9,2.0,1.4,1.0,1.0,1.0,0.4
Primera Division,Real Sociedad de Fútbol,10,2.2,1.4,1.2,1.0,1.0,0.4
Primera Division,Real Sociedad de Fútbol,11,2.2,1.0,1.4,0.8,0.8,0.2
Primera Division,Real Sociedad de Fútbol,12,1.8,1.0,1.0,0.8,0.8,0.2
Primera Division,Real Sociedad de Fútbol,13,0.8,0.8,0.6,0.4,0.2,0.4
Primera Division,Real Sociedad de Fútbol,14,0.8,1.0,0.6,0.6,0.2,0.4
Primera Division,Real Sociedad de Fútbol,15,0.8,1.0,0.8,0.6,0.0,0.4
Primera Division,Real Sociedad de Fútbol,16,1.0,1.0,0.8,0.6,0.2,0.4
Primera Division,Real Sociedad de Fútbol,17,1.4,0.8,0.8,0.4,0.6,0.4
Primera Division,Real Sociedad de Fútbol,18,2.0,0.6,1.2,0.6,0.8,0.0
Primera Division,Real Sociedad de Fútbol,19,2.2,0.4,1.4,0.4,0.8,0.0
Primera Division,Real Sociedad de Fútbol,20,1.8,0.2,1.0,0.2,0.8,0.0
Primera Division,Real Sociedad de Fútbol,21,1.4,0.4,0.8,0.2,0.6,0.2
Primera Division,Real Sociedad de Fútbol,22,1.6,0.8,1.0,0.2,0.6,0.6
Primera Division,Real Sociedad de Fútbol,23,1.2,0.8,0.8,0.0,0.4,0.8
Primera Division,Real Sociedad de Fútbol,24,0.8,1.0,0.4,0.2,0.4,0.8
Primera Division,Real Sociedad de Fútbol,25,0.8,1.0,0.4,0.2,0.4,0.8
Primera Division,Real Sociedad de Fútbol,26,1.0,1.0,0.6,0.2,0.4,0.8
Primera Division,Real Sociedad de Fútbol,27,0.8,0.6,0.4,0.2,0.4,0.4
Primera Division,Real Sociedad de Fútbol,28,0.6,0.8,0.2,0.2,0.4,0.6
Primera Division,Real Sociedad de Fútbol,29,1.0,0.6,0.4,0.0,0.6,0.6
Primera Division,Real Sociedad de Fútbol,30,1.0,1.0,0.4,0.2,0.6,0.8
Primera Division,Real Sociedad de Fútbol,31,1.2,1.0,0.2,0.2,1.0,0.8
Primera Division,Real Sociedad de Fútbol,32,0.8,1.0,0.2,0.2,0.6,0.8
Primera Division,Real Sociedad de Fútbol,33,1.2,0.6,0.4,0.2,0.8,0.4
Primera Division,Real Sociedad de Fútbol,34,1.2,0.6,0.2,0.2,1.0,0.4
Primera Division,Real Sociedad de Fútbol,35,1.6,0.6,0.6,0.4,1.0,0.2
Primera Division,Real Sociedad de Fútbol,36,1.6,0.6,0.8,0.4,0.8,0.2
Primera Division,Real Sociedad de Fútbol,37,1.8,0.6,1.0,0.4,0.8,0.2
Primera Division,Real Sociedad de Fútbol,38,1.6,1.0,0.8,0.6,0.8,0.4
Primera Division,Real Valladolid CF,6,0.6,2.0,0.2,0.6,0.4,1.4
Primera Division,Real Valladolid CF,7,0.6,1.6,0.2,0.6,0.4,1.0
Primera Division,Real Valladolid CF,8,1.0,1.8,0.6,1.0,0.4,0.8
Primera Division,Real Valladolid CF,9,1.0,1.0,0.6,0.6,0.4,0.4
Primera Division,Real Valladolid CF,10,0.8,1.2,0.6,0.6,0.2,0.6
Primera Division,Real Valladolid CF,11,1.4,1.0,0.6,0.6,0.8,0.4
Primera Division,Real Valladolid CF,12,1.6,0.8,0.8,0.6,0.8,0.2
Primera Division,Real Valladolid CF,13,1.0,0.8,0.4,0.6,0.6,0.2
Primera Division,Real Valladolid CF,14,1.4,1.0,0.6,0.6,0.8,0.4
Primera Division,Real Valladolid CF,15,1.4,1.4,0.6,0.8,0.8,0.6
Primera Division,Real Valladolid CF,16,0.6,1.6,0.4,0.6,0.2,1.0
Primera Division,Real Valladolid CF,17,0.4,1.8,0.2,0.6,0.2,1.2
Primera Division,Real Valladolid CF,18,0.4,1.6,0.2,0.2,0.2,1.4
Primera Division,Real Valladolid CF,19,0.0,2.0,0.0,0.8,0.0,1.2
Primera Division,Real Valladolid CF,20,0.2,1.4,0.0,0.6,0.2,0.8
Primera Division,Real Valladolid CF,21,0.4,1.0,0.0,0.6,0.4,0.4
Primera Division,Real Valladolid CF,22,0.4,0.8,0.0,0.6,0.4,0.2
Primera Division,Real Valladolid CF,23,0.6,1.0,0.2,1.0,0.4,0.0
Primera Division,Real Valladolid CF,24,0.6,1.0,0.2,0.8,0.4,0.2
Primera Division,Real Valladolid CF,25,0.8,1.2,0.4,0.8,0.4,0.4
Primera Division,Real Valladolid CF,26,0.8,1.4,0.6,0.8,0.2,0.6
Primera Division,Real Valladolid CF,27,1.0,2.0,0.6,1.0,0.4,1.0
Primera Division,Real Valladolid CF,28,0.8,2.8,0.4,1.4,0.4,1.4
Primera Division,Real Valladolid CF,29,1.4,2.8,0.6,1.0,0.8,1.8
Primera Division,Real Valladolid CF,30,1.4,2.8,0.8,1.0,0.6,1.8
Primera Division,Real Valladolid CF,31,1.4,2.6,0.8,1.0,0.6,1.6
Primera Division,Real Valladolid CF,32,1.4,2.4,1.0,0.8,0.4,1.6
Primera Division,Real Valladolid CF,33,1.8,2.2,1.2,0.6,0.6,1.6
Primera Division,Real Valladolid CF,34,1.4,2.0,1.0,0.6,0.4,1.4
Primera Division,Real Valladolid CF,35,1.0,2.4,0.6,0.6,0.4,1.8
Primera Division,Real Valladolid CF,36,0.8,2.8,0.4,0.6,0.4,2.2
Primera Division,Real Valladolid CF,37,1.2,2.6,0.6,0.6,0.6,2.0
Primera Division,Real Valladolid CF,38,0.8,1.6,0.4,0.0,0.4,1.6
Primera Division,Sevilla FC,6,1.2,2.0,1.0,1.0,0.2,1.0
Primera Division,Sevilla FC,7,1.2,1.8,1.0,0.8,0.2,1.0
Primera Division,Sevilla FC,8,1.0,2.0,1.0,1.0,0.0,1.0
Primera Division,Sevilla FC,9,1.0,1.8,1.0,0.8,0.0,1.0
Primera Division,Sevilla FC,10,1.2,1.2,1.0,0.4,0.2,0.8
Primera Division,Sevilla FC,11,0.8,1.0,0.4,0.4,0.4,0.6
Primera Division,Sevilla FC,12,0.8,1.4,0.2,0.6,0.6,0.8
Primera Division,Sevilla FC,13,0.8,1.2,0.2,0.4,0.6,0.8
Primera Division,Sevilla FC,14,0.8,1.2,0.0,0.6,0.8,0.6
Primera Division,Sevilla FC,15,0.8,1.6,0.2,1.0,0.6,0.6
Primera Division,Sevilla FC,16,0.8,1.6,0.2,1.0,0.6,0.6
Primera Division,Sevilla FC,17,1.0,1.2,0.4,0.8,0.6,0.4
Primera Division,Sevilla FC,18,1.2,1.4,0.6,0.8,0.6,0.6
Primera Division,Sevilla FC,19,1.2,1.2,0.6,0.6,0.6,0.6
Primera Division,Sevilla FC,20,1.6,0.8,1.0,0.2,0.6,0.6
Primera Division,Sevilla FC,21,1.4,1.2,1.0,0.0,0.4,1.2
Primera Division,Sevilla FC,22,1.4,1.0,1.2,0.0,0.2,1.0
Primera Division,Sevilla FC,23,1.4,0.8,1.2,0.0,0.2,0.8
Primera Division,Sevilla FC,24,1.6,1.4,1.2,0.2,0.4,1.2
Primera Division,Sevilla FC,25,1.2,2.6,0.8,0.6,0.4,2.0
Primera Division,Sevilla FC,26,1.6,2.2,1.0,0.8,0.6,1.4
Primera Division,Sevilla FC,27,1.2,2.6,0.6,0.8,0.6,1.8
Primera Division,Sevilla FC,28,1.4,2.4,0.4,0.8,1.0,1.6
Primera Division,Sevilla FC,29,1.4,2.2,0.6,0.6,0.8,1.6
Primera Division,Sevilla FC,30,1.6,1.0,0.4,0.2,1.2,0.8
Primera Division,Sevilla FC,31,1.6,1.0,0.4,0.0,1.2,1.0
Primera Division,Sevilla FC,32,1.8,0.6,0.4,0.0,1.4,0.6
Primera Division,Sevilla FC,33,1.4,1.0,0.4,0.2,1.0,0.8
Primera Division,Sevilla FC,34,1.6,1.0,0.4,0.6,1.2,0.4
Primera Division,Sevilla FC,35,1.8,1.0,0.4,0.6,1.4,0.4
Primera Division,Sevilla FC,36,1.4,0.8,0.2,0.6,1.2,0.2
Primera Division,Sevilla FC,37,1.4,1.0,0.4,0.8,1.0,0.2
Primera Division,Sevilla FC,38,1.6,1.0,0.6,0.8,1.0,0.2
Primera Division,UD Almería,6,0.8,1.2,0.6,0.6,0.2,0.6
Primera Division,UD Almería,7,0.6,1.0,0.4,0.8,0.2,0.2
Primera Division,UD Almería,8,0.4,1.6,0.2,1.0,0.2,0.6
Primera Division,UD Almería,9,0.6,1.6,0.6,0.8,0.0,0.8
Primera Division,UD Almería,10,0.8,2.0,0.6,1.0,0.2,1.0
Primera Division,UD Almería,11,1.4,2.2,1.2,0.8,0.2,1.4
Primera Division,UD Almería,12,1.6,2.4,1.4,0.6,0.2,1.8
Primera Division,UD Almería,13,2.2,1.8,1.4,0.4,0.8,1.4
Primera Division,UD Almería,14,1.6,2.0,0.8,0.4,0.8,1.6
Primera Division,UD Almería,15,1.6,1.4,1.0,0.2,0.6,1.2
Primera Division,UD Almería,16,1.2,1.2,0.6,0.2,0.6,1.0
Primera Division,UD Almería,17,1.0,1.2,0.4,0.2,0.6,1.0
Primera Division,UD Almería,18,0.6,1.2,0.6,0.2,0.0,1.0
Primera Division,UD Almería,19,1.0,1.2,0.6,0.2,0.4,1.0
Primera Division,UD Almería,20,1.4,1.4,0.6,0.2,0.8,1.2
Primera Division,UD Almería,21,1.2,1.6,0.4,0.2,0.8,1.4
Primera Division,UD Almería,22,1.6,1.8,0.6,0.6,1.0,1.2
Primera Division,UD Almería,23,1.8,2.8,0.4,1.2,1.4,1.6
Primera Division,UD Almería,24,1.6,2.4,0.6,1.2,1.0,1.2
Primera Division,UD Almería,25,1.0,2.6,0.4,1.2,0.6,1.4
Primera Division,UD Almería,26,1.2,2.6,0.6,1.4,0.6,1.2
Primera Division,UD Almería,27,1.0,2.2,0.4,1.0,0.6,1.2
Primera Division,UD Almería,28,1.0,1.4,0.8,0.6,0.2,0.8
Primera Division,UD Almería,29,1.2,1.6,0.6,0.6,0.6,1.0
Primera Division,UD Almería,30,1.4,1.6,0.8,1.0,0.6,0.6
Primera Division,UD Almería,31,1.4,1.6,0.6,1.0,0.8,0.6
Primera Division,UD Almería,32,1.6,1.6,0.8,1.0,0.8,0.6
Primera Division,UD Almería,33,1.6,2.0,0.6,1.2,1.0,0.8
Primera Division,UD Almería,34,1.6,2.0,0.8,1.2,0.8,0.8
Primera Division,UD Almería,35,1.6,2.2,0.6,0.8,1.0,1.4
Primera Division,UD Almería,36,2.0,1.8,1.0,0.6,1.0,1.2
Primera Division,UD Almería,37,1.6,1.8,0.8,0.8,0.8,1.0
Primera Division,UD Almería,38,1.2,1.0,0.6,0.2,0.6,0.8
Primera Division,Valencia CF,6,1.4,1.0,0.8,0.4,0.6,0.6
Primera Division,Valencia CF,7,1.8,1.0,0.8,0.4,1.0,0.6
Primera Division,Valencia CF,8,2.2,1.2,0.8,0.2,1.4,1.0
Primera Division,Valencia CF,9,2.6,1.2,1.0,0.2,1.6,1.0
Primera Division,Valencia CF,10,2.0,1.4,0.8,0.4,1.2,1.0
Primera Division,Valencia CF,11,2.0,1.2,1.0,0.2,1.0,1.0
Primera Division,Valencia CF,12,1.6,1.6,0.8,0.2,0.8,1.4
Primera Division,Valencia CF,13,1.2,1.4,0.8,0.2,0.4,1.2
Primera Division,Valencia CF,14,1.0,1.4,0.8,0.4,0.2,1.0
Primera Division,Valencia CF,15,1.2,1.0,0.4,0.2,0.8,0.8
Primera Division,Valencia CF,16,1.2,1.2,0.4,0.4,0.8,0.8
Primera Division,Valencia CF,17,1.0,1.0,0.4,0.6,0.6,0.4
Primera Division,Valencia CF,18,1.0,1.2,0.4,0.6,0.6,0.6
Primera Division,Valencia CF,19,1.2,1.4,0.2,0.4,1.0,1.0
Primera Division,Valencia CF,20,0.6,1.6,0.2,0.4,0.4,1.2
Primera Division,Valencia CF,21,0.4,1.4,0.0,0.2,0.4,1.2
Primera Division,Valencia CF,22,0.6,1.6,0.2,0.2,0.4,1.4
Primera Division,Valencia CF,23,0.6,1.4,0.2,0.2,0.4,1.2
Primera Division,Valencia CF,24,0.4,1.0,0.4,0.2,0.0,0.8
Primera Division,Valencia CF,25,0.4,1.0,0.4,0.4,0.0,0.6
Primera Division,Valencia CF,26,0.6,0.8,0.4,0.4,0.2,0.4
Primera Division,Valencia CF,27,0.4,1.0,0.2,0.4,0.2,0.6
Primera Division,Valencia CF,28,0.6,1.0,0.2,0.6,0.4,0.4
Primera Division,Valencia CF,29,0.6,1.4,0.0,0.6,0.6,0.8
Primera Division,Valencia CF,30,0.6,1.6,0.0,0.4,0.6,1.2
Primera Division,Valencia CF,31,0.8,1.6,0.4,0.4,0.4,1.2
Primera Division,Valencia CF,32,1.2,1.2,0.4,0.4,0.8,0.8
Primera Division,Valencia CF,33,1.2,1.4,0.4,0.4,0.8,1.0
Primera Division,Valencia CF,34,1.2,1.2,0.4,0.4,0.8,0.8
Primera Division,Valencia CF,35,1.6,1.0,0.6,0.4,1.0,0.6
Primera Division,Valencia CF,36,1.4,1.0,0.4,0.4,1.0,0.6
Primera Division,Valencia CF,37,1.0,1.0,0.4,0.2,0.6,0.8
Primera Division,Valencia CF,38,1.2,1.0,0.6,0.2,0.6,0.8
Primera Division,Villarreal CF,6,1.8,0.2,0.4,0.0,1.4,0.2
Primera Division,Villarreal CF,7,1.4,0.4,0.4,0.2,1.0,0.2
Primera Division,Villarreal CF,8,1.0,0.4,0.4,0.2,0.6,0.2
Primera Division,Villarreal CF,9,1.0,0.6,0.4,0.4,0.6,0.2
Primera Division,Villarreal CF,10,0.6,0.6,0.2,0.4,0.4,0.2
Primera Division,Villarreal CF,11,0.6,1.0,0.2,1.0,0.4,0.0
Primera Division,Villarreal CF,12,0.8,1.0,0.2,1.0,0.6,0.0
Primera Division,Villarreal CF,13,0.8,1.2,0.2,1.0,0.6,0.2
Primera Division,Villarreal CF,14,0.8,1.4,0.2,1.0,0.6,0.4
Primera Division,Villarreal CF,15,0.6,1.4,0.0,1.0,0.6,0.4
Primera Division,Villarreal CF,16,1.0,1.0,0.2,0.6,0.8,0.4
Primera Division,Villarreal CF,17,1.0,1.0,0.2,0.4,0.8,0.6
Primera Division,Villarreal CF,18,1.2,1.0,0.4,0.4,0.8,0.6
Primera Division,Villarreal CF,19,1.4,0.6,0.4,0.2,1.0,0.4
Primera Division,Villarreal CF,20,1.2,0.8,0.4,0.2,0.8,0.6
Primera Division,Villarreal CF,21,1.0,1.2,0.4,0.4,0.6,0.8
Primera Division,Villarreal CF,22,0.6,1.2,0.4,0.6,0.2,0.6
Primera Division,Villarreal CF,23,0.8,1.8,0.4,1.0,0.4,0.8
Primera Division,Villarreal CF,24,1.0,2.0,0.6,1.2,0.4,0.8
Primera Division,Villarreal CF,25,1.4,1.8,0.6,1.2,0.8,0.6
Primera Division,Villarreal CF,26,1.4,1.4,0.4,1.0,1.0,0.4
Primera Division,Villarreal CF,27,2.0,1.2,0.6,0.8,1.4,0.4
Primera Division,Villarreal CF,28,2.0,0.4,0.4,0.4,1.6,0.0
Primera Division,Villarreal CF,29,2.2,0.6,0.4,0.4,1.8,0.2
Primera Division,Villarreal CF,30,2.0,1.0,0.4,0.8,1.6,0.2
Primera Division,Villarreal CF,31,2.0,1.2,0.4,0.8,1.6,0.4
Primera Division,Villarreal CF,32,2.2,1.6,0.2,1.0,2.0,0.6
Primera Division,Villarreal CF,33,2.4,1.8,0.6,1.2,1.8,0.6
Primera Division,Villarreal CF,34,2.0,1.6,0.4,1.0,1.6,0.6
Primera Division,Villarreal CF,35,2.8,1.4,0.8,0.8,2.0,0.6
Primera Division,Villarreal CF,36,3.0,1.2,1.0,0.8,2.0,0.4
Primera Division,Villarreal CF,37,2.6,0.8,1.4,0.6,1.2,0.2
Primera Division,Villarreal CF,38,2.2,1.0,1.0,0.4,1.2,0.6
Serie A,AC Milan,6,2.0,1.0,0.8,0.8,1.2,0.2
Serie A,AC Milan,7,1.6,0.8,0.6,0.4,1.0,0.4
Serie A,AC Milan,8,1.6,1.0,0.6,0.2,1.0,0.8
Serie A,AC Milan,9,1.8,1.2,0.4,0.2,1.4,1.0
Serie A,AC Milan,10,2.2,1.2,0.6,0.2,1.6,1.0
Serie A,AC Milan,11,2.0,1.0,0.6,0.2,1.4,0.8
Serie A,AC Milan,12,2.4,1.0,0.8,0.2,1.6,0.8
Serie A,AC Milan,13,2.4,1.0,0.8,0.6,1.6,0.4
Serie A,AC Milan,14,2.2,1.0,1.0,0.6,1.2,0.4
Serie A,AC Milan,15,1.8,1.0,0.8,0.6,1.0,0.4
Serie A,AC Milan,16,1.8,1.0,0.8,0.6,1.0,0.4
Serie A,AC Milan,17,1.4,1.0,0.8,0.6,0.6,0.4
Serie A,AC Milan,18,1.6,1.0,1.0,0.2,0.6,0.8
Serie A,AC Milan,19,1.6,1.2,0.8,0.6,0.8,0.6
Serie A,AC Milan,20,1.6,2.0,0.8,1.0,0.8,1.0
Serie A,AC Milan,21,1.6,2.8,0.8,1.4,0.8,1.4
Serie A,AC Milan,22,1.2,2.8,0.4,1.6,0.8,1.2
Serie A,AC Milan,23,1.0,2.4,0.2,1.6,0.8,0.8
Serie A,AC Milan,24,0.8,2.0,0.4,1.2,0.4,0.8
Serie A,AC Milan,25,1.2,1.2,0.6,0.8,0.6,0.4
Serie A,AC Milan,26,1.0,0.6,0.4,0.2,0.6,0.4
Serie A,AC Milan,27,1.2,0.6,0.6,0.0,0.6,0.6
Serie A,AC Milan,28,1.2,1.2,0.8,0.4,0.4,0.8
Serie A,AC Milan,29,1.8,1.2,1.0,0.4,0.8,0.8
Serie A,AC Milan,30,1.4,1.2,0.8,0.4,0.6,0.8
Serie A,AC Milan,31,1.4,1.0,1.0,0.6,0.4,0.4
Serie A,AC Milan,32,1.6,0.8,1.0,0.6,0.6,0.2
Serie A,AC Milan,33,1.6,0.4,0.8,0.2,0.8,0.2
Serie A,AC Milan,34,1.0,0.6,0.4,0.2,0.6,0.4
Serie A,AC Milan,35,1.4,0.6,0.8,0.2,0.6,0.4
Serie A,AC Milan,36,1.2,0.8,0.6,0.0,0.6,0.8
Serie A,AC Milan,37,1.8,1.0,1.0,0.2,0.8,0.8
Serie A,AC Milan,38,1.8,0.8,1.2,0.2,0.6,0.6
Serie A,AC Monza,6,0.4,2.6,0.2,1.2,0.2,1.4
Serie A,AC Monza,7,0.4,2.4,0.4,1.0,0.0,1.4
Serie A,AC Monza,8,0.6,1.6,0.4,0.6,0.2,1.0
Serie A,AC Monza,9,1.0,1.2,0.4,0.4,0.6,0.8
Serie A,AC Monza,10,1.4,0.6,0.6,0.0,0.8,0.6
Serie A,AC Monza,11,1.4,0.4,0.6,0.2,0.8,0.2
Serie A,AC Monza,12,1.4,1.0,0.4,0.6,1.0,0.4
Serie A,AC Monza,13,1.4,1.4,0.4,0.6,1.0,0.8
Serie A,AC Monza,14,1.2,1.4,0.2,0.6,1.0,0.8
Serie A,AC Monza,15,0.8,1.6,0.0,0.6,0.8,1.0
Serie A,AC Monza,16,1.4,1.4,0.4,0.4,1.0,1.0
Serie A,AC Monza,17,1.4,0.8,0.4,0.2,1.0,0.6
Serie A,AC Monza,18,1.6,0.8,0.6,0.6,1.0,0.2
Serie A,AC Monza,19,1.8,1.2,1.0,0.6,0.8,0.6
Serie A,AC Monza,20,2.0,1.2,1.0,0.8,1.0,0.4
Serie A,AC Monza,21,1.8,1.2,1.0,0.8,0.8,0.4
Serie A,AC Monza,22,2.0,1.4,1.2,0.8,0.8,0.6
Serie A,AC Monza,23,1.8,1.0,1.2,0.4,0.6,0.6
Serie A,AC Monza,24,1.2,0.8,0.8,0.6,0.4,0.2
Serie A,AC Monza,25,1.0,1.2,0.8,0.4,0.2,0.8
Serie A,AC Monza,26,1.0,1.4,0.6,0.4,0.4,1.0
Serie A,AC Monza,27,0.8,1.2,0.4,0.2,0.4,1.0
Serie A,AC Monza,28,0.8,1.4,0.2,0.2,0.6,1.2
Serie A,AC Monza,29,0.8,1.6,0.2,0.2,0.6,1.4
Serie A,AC Monza,30,1.2,1.4,0.2,0.4,1.0,1.0
Serie A,AC Monza,31,1.0,1.2,0.0,0.4,1.0,0.8
Serie A,AC Monza,32,1.4,1.4,0.4,0.8,1.0,0.6
Serie A,AC Monza,33,1.6,1.2,0.6,0.8,1.0,0.4
Serie A,AC Monza,34,1.8,1.0,0.8,0.8,1.0,0.2
Serie A,AC Monza,35,1.6,0.8,0.8,0.6,0.8,0.2
Serie A,AC Monza,36,1.8,0.8,1.0,0.6,0.8,0.2
Serie A,AC Monza,37,1.6,0.6,0.6,0.4,1.0,0.2
Serie A,AC Monza,38,1.2,0.8,0.4,0.4,0.8,0.4
Serie A,ACF Fiorentina,6,0.8,0.8,0.6,0.6,0.2,0.2
Serie A,ACF Fiorentina,7,0.4,0.8,0.2,0.4,0.2,0.4
Serie A,ACF Fiorentina,8,0.8,0.8,0.4,0.4,0.4,0.4
Serie A,ACF Fiorentina,9,0.8,1.0,0.4,0.4,0.4,0.6
Serie A,ACF Fiorentina,10,0.8,1.6,0.4,0.6,0.4,1.0
Serie A,ACF Fiorentina,11,0.8,1.6,0.2,0.6,0.6,1.0
Serie A,ACF Fiorentina,12,1.2,2.0,0.4,1.0,0.8,1.0
